Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
38,4,3328,0.1066953333333333,0.000145867,8,10.66953333
39,1,3326,0.000697986,4.877231988487207e-06,39,0.069798643
39,1,3327,0.001104829,1.870870857173531e-06,39,0.110482885
39,1,3328,0.001119667,2.8087165910668885e-06,39,0.111966667
39,2,3326,0,0,29,0
39,2,3327,0.001676338,7.5702655924328795e-06,29,0.167633799
39,2,3328,0.001865333,6.236095644534472e-07,29,0.186533333
39,3,3326,0,0,19,0
39,3,3327,0.031627502,8.821388085706218e-06,19,3.162750216
39,3,3328,0.025863666666666618,8.399470882807074e-05,19,2.586366667
39,4,3326,0,0,9,0
39,4,3327,0,0,9,0
39,4,3328,0.12663733333333332,4.983751376000325e-05,9,12.66373333
40,1,3326,0.000663142,5.305980790497251e-06,40,0.066314198
40,1,3327,0.000991593,2.839053091641486e-06,40,0.099159278
40,1,3328,0.001064333,2.5055493963977396e-06,40,0.106433333
40,2,3326,0,0,30,0
40,2,3327,0.001423888,8.899282648932275e-06,30,0.142388815
40,2,3328,0.001770333,1.433720877830732e-06,30,0.177033333
40,3,3326,0,0,20,0
40,3,3327,0.026826293,1.3752518469762179e-05,20,2.682629253
40,3,3328,0.015575667,6.764408490195277e-05,20,1.557566667
40,4,3326,0,0,10,0
40,4,3327,0,0,10,0
40,4,3328,0.12952199999999997,7.910857517783729e-05,10,12.9522
40,5,3326,0,0,0,0
40,5,3327,0,0,0,0
40,5,3328,0,0,0,0
41,1,3326,0.000600038,7.420566091305714e-06,41,0.060003786
41,1,3327,0.000894787,6.2701796108126155e-06,41,0.089478703
41,1,3328,0.001011,2.147349787780792e-06,41,0.1011
41,2,3326,0,0,31,0
41,2,3327,0.001361941,1.161375559048048e-05,31,0.136194135
41,2,3328,0.001680333,1.1055415967876159e-06,31,0.168033333
41,3,3326,0,0,21,0
41,3,3327,0.022514662,9.745388170991319e-06,21,2.251466241
41,3,3328,0.013005667,4.896030137887626e-05,21,1.300566667
41,4,3326,0,0,11,0
41,4,3327,0,0,11,0
41,4,3328,0.1179643333333333,7.645005631855877e-05,11,11.79643333
41,5,3326,0,0,1,0
41,5,3327,0,0,1,0
41,5,3328,0,0,1,0
42,1,3326,0.000595648,1.1165033705495054e-05,42,0.059564801
42,1,3327,0.000869475,6.458026416083898e-06,42,0.086947544
42,1,3328,0.000962667,2.2110831935783166e-06,42,0.096266667
42,2,3326,0,0,32,0
42,2,3327,0.001357279,1.0117672168293922e-05,32,0.135727869
42,2,3328,0.001597333,1.6329931618574973e-06,32,0.159733333
42,3,3326,0,0,22,0
42,3,3327,0.018687505,3.688664674867471e-06,22,1.868750507
42,3,3328,0.012855333333333299,4.088737919918431e-05,22,1.285533333
42,4,3326,0,0,12,0
42,4,3327,0,0,12,0
42,4,3328,0.097921667,8.827356468513428e-05,12,9.792166667
42,5,3326,0,0,2,0
42,5,3327,0,0,2,0
42,5,3328,0,0,2,0
43,1,3326,0.000492761,5.1034976796079554e-06,43,0.049276086
43,1,3327,0.000842832,4.528572249480084e-06,43,0.084283166
43,1,3328,0.000908667,2.321398046200703e-06,43,0.090866667
43,2,3326,0,0,33,0
43,2,3327,0.00122406,5.55744499925243e-06,33,0.122405978
43,2,3328,0.001522,1.8559214542761262e-06,33,0.1522
43,3,3326,0,0,23,0
43,3,3327,0.012091393,2.3997386278769175e-05,23,1.209139262
43,3,3328,0.011618,4.3676207609073616e-05,23,1.1618
43,4,3326,0,0,13,0
43,4,3327,0,0,13,0
43,4,3328,0.046876,0.000121281,13,4.6876
43,5,3326,0,0,3,0
43,5,3327,0,0,3,0
43,5,3328,0,0,3,0
44,1,3326,0.000486999,6.706544754034191e-06,44,0.048699918
44,1,3327,0.000815966,3.120313180471799e-06,44,0.081596584
44,1,3328,0.000865,1.1785113019799403e-06,44,0.0865
44,2,3326,0,0,34,0
44,2,3327,0.001168996,7.338805173349893e-06,34,0.116899596
44,2,3328,0.001449,1.5456030825780176e-06,34,0.1449
44,3,3326,0,0,24,0
44,3,3327,0.00643514,2.565064741256548e-05,24,0.64351396
44,3,3328,0.010449,3.953409217933347e-05,24,1.0449
44,4,3326,0,0,14,0
44,4,3327,0,0,14,0
44,4,3328,0.013062999999999981,2.5151761590623255e-05,14,1.3063
44,5,3326,0,0,4,0
44,5,3327,0,0,4,0
44,5,3328,0,0,4,0
45,1,3326,0.000674391,4.285729785915815e-06,45,0.067439098
45,1,3327,0.000784437,2.54611204847441e-06,45,0.078443737
45,1,3328,0.000821,1.715938356827623e-06,45,0.0821
45,2,3326,0,0,35,0
45,2,3327,0.001123035,9.151901242831863e-06,35,0.112303544
45,2,3328,0.001380333,6.236095644534192e-07,35,0.138033333
45,3,3326,0,0,25,0
45,3,3327,0.003829822,1.5235472338128375e-05,25,0.382982172
45,3,3328,0.009572,4.030232968176957e-05,25,0.9572
45,4,3326,0,0,15,0
45,4,3327,0,0,15,0
45,4,3328,6.1e-05,1.354006400772661e-06,15,0.0061
45,5,3326,0,0,5,0
45,5,3327,0,0,5,0
45,5,3328,0,0,5,0
46,1,3326,0.000686189,4.660180958320369e-06,46,0.06861887
46,1,3327,0.000753353,2.5940656404137664e-06,46,0.075335295
46,1,3328,0.000782667,2.1473497877909014e-06,46,0.078266667
46,2,3326,0,0,36,0
46,2,3327,0.001112822,5.249531421356545e-06,36,0.111282199
46,2,3328,0.001306,1.7159383568421769e-06,36,0.1306
46,3,3326,2.743657350120858e-07,2.743657350120858e-07,26,2.74366E-05
46,3,3327,0.003019185,2.6265493818570857e-05,26,0.301918463
46,3,3328,0.008415667,3.0311347343486562e-05,26,0.841566667
46,4,3326,0,0,16,0
46,4,3327,0,0,16,0
46,4,3328,1.4000000000000001e-05,1.7159383568311663e-06,16,0.0014
46,5,3326,0,0,6,0
46,5,3327,0,0,6,0
46,5,3328,0,0,6,0
