Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
39,2,3326,0.001392955,8.052996552003152e-06,29,0.139295484
39,2,3327,0.001867063,2.2203152182002135e-07,29,0.186706307
39,2,3328,0.001866,6.666666666600141e-07,29,0.1866
39,3,3326,0,0,19,0
39,3,3327,0.033250552580949874,5.235426071864979e-06,19,3.325055258
39,3,3328,0.033202333,6.984108946582912e-06,19,3.320233333
39,4,3326,0,0,9,0
39,4,3327,0.19955171835745517,4.831418159053078e-06,9,19.95517184
39,4,3328,0.19963699999999998,1.527525231666799e-06,9,19.9637
40,1,3326,0.000906504,4.259301600992646e-06,40,0.090650439
40,1,3327,0.001076409,2.7193196761181117e-07,40,0.107640882
40,1,3328,0.001076667,0,40,0.107666667
40,2,3326,0.001439871,4.603297803577969e-06,30,0.143987138
40,2,3327,0.001776252,0,30,0.177625217
40,2,3328,0.001776667,0,30,0.177666667
40,3,3326,0,0,20,0
40,3,3327,0.027874947406283202,0,20,2.787494741
40,3,3328,0.027875,0,20,2.7875
40,4,3326,0,0,10,0
40,4,3327,0.16689954072779706,4.04255932539739e-06,10,16.68995407
40,4,3328,0.16692966666666664,1.4337208778296647e-06,10,16.69296667
40,5,3326,0,0,0,0
40,5,3327,0,0,0,0
40,5,3328,0,0,0,0
41,1,3326,0.000885378,6.036046170269084e-06,41,0.088537823
41,1,3327,0.001024231,2.7193196763635247e-07,41,0.102423141
41,1,3328,0.001025,0,41,0.1025
41,2,3326,0.001434658,3.7918098977568947e-06,31,0.143465843
41,2,3327,0.00168966,0,31,0.168965988
41,2,3328,0.00169,0,31,0.169
41,3,3326,0,0,21,0
41,3,3327,0.023306649,0,21,2.330664884
41,3,3328,0.023306667,0,21,2.330666667
41,4,3326,0,0,11,0
41,4,3327,0.13956524007713372,3.011782095194651e-06,11,13.95652401
41,4,3328,0.13957299999999995,2.3213980461905746e-06,11,13.9573
41,5,3326,0,0,1,0
41,5,3327,0,0,1,0
41,5,3328,0,0,1,0
42,1,3326,0.000850534,6.2565013709960504e-06,42,0.085053378
42,1,3327,0.000974274,2.7193196763632224e-07,42,0.097427432
42,1,3328,0.000975,0,42,0.0975
42,2,3326,0.001394875,3.4813109031377194e-06,32,0.13948754
42,2,3327,0.001607508,0,32,0.160750822
42,2,3328,0.001606667,0,32,0.160666667
42,3,3326,0,0,22,0
42,3,3327,0.019486597,0,22,1.948659651
42,3,3328,0.019486667,0,22,1.948666667
42,4,3326,0,0,12,0
42,4,3327,0.11669754755082573,2.135430797966493e-06,12,11.66975476
42,4,3328,0.11669999999999996,2.0412414523129525e-06,12,11.67
42,5,3326,0,0,2,0
42,5,3327,0,0,2,0
42,5,3328,0,0,2,0
43,1,3326,0.000811574,4.803359718171879e-06,43,0.081157384
43,1,3327,0.000926538,2.7193196763632224e-07,43,0.092653754
43,1,3328,0.000926667,0,43,0.092666667
43,2,3326,0.001328753,4.4789733556056775e-06,33,0.132875325
43,2,3327,0.001528687,0,33,0.152868703
43,2,3328,0.001528333,0,33,0.152833333
43,3,3326,0,0,23,0
43,3,3327,0.016292007,4.4406304362233855e-07,23,1.629200698
43,3,3328,0.016290667,4.082482904477349e-07,23,1.629066667
43,4,3326,0,0,13,0
43,4,3327,0.097410557,6.195037563651053e-06,13,9.741055738
43,4,3328,0.097570333,2.603416558638614e-06,13,9.757033333
43,5,3326,0,0,3,0
43,5,3327,0,0,3,0
43,5,3328,0.00344,1.5872757934424068e-05,3,0.344
44,1,3326,0.00075917,5.7157698993406146e-06,44,0.075916999
44,1,3327,0.000879911,6.66094565436673e-07,44,0.087991092
44,1,3328,0.000881667,0,44,0.088166667
44,2,3326,0.001218184,5.538519368342776e-06,34,0.121818386
44,2,3327,0.001454084,2.220315218200218e-07,34,0.145408444
44,2,3328,0.001452667,4.0824829047200986e-07,34,0.145266667
44,3,3326,0,0,24,0
44,3,3327,0.013406263287198841,4.774968425473154e-06,24,1.340626329
44,3,3328,0.013036333333333299,1.3379088160259593e-05,24,1.303633333
44,4,3326,0,0,14,0
44,4,3327,0.076390611,2.3256675828027234e-05,14,7.639061118
44,4,3328,0.081557333,4.2360883423831065e-06,14,8.155733333
44,5,3326,0,0,4,0
44,5,3327,0,0,4,0
44,5,3328,1.6666666666666667e-06,5.270462766947299e-07,4,0.000166667
45,1,3326,0.000689755,9.388761777702381e-06,45,0.068975546
45,1,3327,0.000836171,4.1538294185724094e-07,45,0.083617071
45,1,3328,0.000838333,0,45,0.083833333
45,2,3326,0.001041492,1.1627411386964183e-05,35,0.104149233
45,2,3327,0.001383034,2.22031521800002e-07,35,0.138303435
45,2,3328,0.001382667,4.0824829047200467e-07,35,0.138266667
45,3,3326,0,0,25,0
45,3,3327,0.011078040749445139,8.644984844769796e-06,25,1.107804075
45,3,3328,0.010541,1.502405478631254e-05,25,1.0541
45,4,3326,0,0,15,0
45,4,3327,0.025280509073873157,5.104914641278678e-05,15,2.528050907
45,4,3328,0.067665667,1.4323640133255427e-05,15,6.766566667
45,5,3326,0,0,5,0
45,5,3327,0,0,5,0
45,5,3328,0,0,5,0
46,1,3326,0.000650521,8.604329919627463e-06,46,0.065052116
46,1,3327,0.000795983,4.964775759148713e-07,46,0.079598301
46,1,3328,0.000796667,0,46,0.079666667
46,2,3326,0.000972352,9.196369462035828e-06,36,0.097235216
46,2,3327,0.001315315,2.22031521800002e-07,36,0.131531474
46,2,3328,0.001314333,4.0824829047200467e-07,36,0.131433333
46,3,3326,0,0,26,0
46,3,3327,0.009245837,9.40428657811402e-06,26,0.924583663
46,3,3328,0.008755,1.2270108212872361e-05,26,0.8755
46,4,3326,0,0,16,0
