Timestep,ReleaseNumber,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
92,3,0.000175594,5.487314700235001e-06,72,0.017559407
92,4,0.00018602,4.372670278377156e-06,62,0.018601997
92,5,0.000519649,8.788273267190698e-06,52,0.05196487
92,6,5.487314700241717e-05,4.591016862705056e-06,42,0.005487315
92,7,0,0,32,0
92,8,0,0,22,0
92,9,0,0,12,0
92,10,0,0,2,0
93,1,9.986912754439653e-05,1.8608389509120932e-06,93,0.009986913
93,2,8.88944981439158e-05,2.391865024975883e-06,83,0.00888945
93,3,0.000167363,4.508289062177331e-06,73,0.01673631
93,4,0.000175594,6.135004341826314e-06,63,0.017559407
93,5,0.000492761,9.528039000651847e-06,53,0.049276086
93,6,0.000161327,1.0461936399250171e-05,43,0.016132705
93,7,5.487314700241716e-07,5.487314700241716e-07,33,5.48731E-05
93,8,4.389851760193373e-06,1.8608389509146716e-06,23,0.000438985
93,9,0,0,13,0
93,10,0,0,3,0
94,1,0.000100967,2.0161681610402407e-06,94,0.010096659
94,2,8.615084079379495e-05,2.95500940094135e-06,84,0.008615084
94,3,9.493054431416733e-05,1.8608389509019765e-06,74,0.009493054
94,4,0.000165717,5.320148988727879e-06,64,0.01657169
94,5,0.000463129,8.111208937253374e-06,54,0.046312936
94,6,0.000211262,1.0005889276307845e-05,44,0.021126162
94,7,7.243255404319065e-05,6.0485044831494455e-06,34,0.007243255
94,8,0.00155291,1.5665298412390528e-05,24,0.155291006
94,9,0,0,14,0
94,10,0,0,4,0
95,1,9.657673872423985e-05,2.3601832946976786e-06,95,0.009657674
95,2,8.450464638372243e-05,4.013624683677648e-06,85,0.008450465
95,3,9.43818128441575e-05,1.3989962366878555e-06,75,0.009438181
95,4,0.000156388,5.487314700250002e-06,65,0.015638847
95,5,0.00043679,7.331266014520395e-06,55,0.043679025
95,6,0.000344603,1.582307893808103e-05,45,0.034460336
95,7,9.273561843408499e-05,2.514603497590153e-06,35,0.009273562
95,8,0.001210502,1.6310344902647507e-05,25,0.121050162
95,9,0,0,15,0
95,10,0,0,5,0
96,1,9.54792757841915e-05,2.3601832946960117e-06,96,0.009547928
96,2,8.560210932377076e-05,4.013624683677651e-06,86,0.008560211
96,3,9.383308137411899e-05,2.3601832946935087e-06,76,0.009383308
96,4,0.000148706,3.821472487210903e-06,66,0.014870623
96,5,0.000408805,7.904400162926283e-06,56,0.040880495
96,6,0.000494407,1.9427729011272165e-05,46,0.049440705
96,7,0.00026833,8.203489596171201e-06,36,0.026832969
96,8,0.003970621,4.076339913766951e-05,26,0.397062092
96,9,0,0,16,0
96,10,0,0,6,0
97,1,9.493054431416733e-05,2.391865024966006e-06,97,0.009493054
97,2,8.505337785374661e-05,3.5772915191919663e-06,87,0.008505338
97,3,9.163815549402231e-05,3.1996268048876178e-06,77,0.009163816
97,4,0.000139378,3.821472487192959e-06,67,0.013937779
97,5,0.000380271,8.074001360617659e-06,57,0.038027091
97,6,0.000503735,1.9605154876668937e-05,47,0.050373549
97,7,0.000319362,1.2709976017043148e-05,37,0.031936172
97,8,0.004611539,1.4424437677094558e-05,27,0.461153927
97,9,0,0,17,0
