Model,Location,Time,Replicate,Average,SE,Wind,Tide
17012018,3326,71,Rep2,6059.611748,127.95863217323426,SE,Spring
17012018,3326,71,Rep3,6364.616364008254,124.80409260968274,SE,Spring
17012018,3326,71,Rep4,6474.718018374354,125.2685628609915,SE,Spring
17012018,3326,71,Rep5,6340.066278132028,119.9616277163608,SE,Spring
17012018,3326,72,Rep1,6184.1985268894405,118.72578308051881,SE,Spring
17012018,3326,72,Rep2,5851.281986666189,127.07825169079875,SE,Spring
17012018,3326,72,Rep3,6217.0624624131015,121.55068078069634,SE,Spring
17012018,3326,72,Rep4,6328.197746624161,122.43939514046235,SE,Spring
17012018,3326,72,Rep5,6131.906617186019,118.91916342403154,SE,Spring
17012018,3326,73,Rep1,6279.795393282541,142.80473860547872,SE,Spring
17012018,3326,73,Rep2,5986.7663078249625,159.0812119,SE,Spring
17012018,3326,73,Rep3,6248.416758657653,153.4418681096407,SE,Spring
17012018,3326,73,Rep4,6274.201565061607,153.85588073721274,SE,Spring
17012018,3326,73,Rep5,5925.943384863648,159.12620451876012,SE,Spring
17012018,3326,74,Rep1,6649.132741406171,145.972453,SE,Spring
17012018,3326,74,Rep2,6332.826087348341,164.10473675142453,SE,Spring
17012018,3326,74,Rep3,6579.138371097796,159.00907241552238,SE,Spring
17012018,3326,74,Rep4,6572.102523072297,156.39222544180907,SE,Spring
